protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate
1,42,6,691,172,0,68,5,0.94,0.39,108,207,0.2,0.9,0.71,0.33,0.19,0.46,0.81
1,25,7,252,5666,0,19,7,0.69,0.84,239,136,0.68,0.38,0.52,0.52,0.73,0.63,0.12
2,11,9,125,4354,0,66,6,0.94,0.22,145,96,0.22,0.4,0.84,0.43,0.49,0.43,0.46
2,44,3,176,3959,1,167,9,0.55,0.73,78,38,0.0,0.61,0.25,0.98,1.0,0.13,0.12
1,43,2,36,8708,0,73,6,0.6,0.76,217,154,0.93,0.75,0.91,0.5,0.78,0.78,0.44
2,39,3,409,8714,1,147,9,0.98,0.42,48,64,0.31,0.73,0.64,0.81,0.97,0.32,0.05
2,22,9,610,2886,1,144,4,0.64,0.3,91,158,0.2,0.02,0.44,0.67,0.34,0.13,0.52
2,22,7,609,2164,1,54,1,0.03,0.47,136,9,0.27,0.69,0.98,0.48,0.12,0.55,0.8
2,27,9,126,3945,0,153,1,0.72,0.09,184,121,0.33,0.45,0.86,0.47,0.51,0.02,0.68
1,41,2,482,5235,0,112,7,0.91,0.05,17,32,0.47,0.52,0.77,0.34,0.12,0.32,0.51
2,41,5,167,7746,1,18,3,0.8,0.11,197,11,0.07,0.56,0.27,0.11,0.49,0.75,0.83
1,44,4,591,2590,1,151,2,0.58,0.19,12,214,0.05,0.73,0.97,0.76,0.27,0.91,0.23
2,48,2,293,7754,0,117,6,0.67,0.5,166,162,0.29,0.83,0.74,0.92,0.49,0.59,0.83
2,38,9,844,4934,0,85,6,0.99,0.85,255,105,0.3,0.65,0.61,0.22,0.95,0.22,0.28
2,38,9,637,4076,0,139,7,0.09,0.24,146,146,0.12,0.56,0.92,0.93,0.29,0.22,0.36
1,25,6,342,5185,1,39,5,0.67,0.94,26,147,0.4,0.37,0.16,0.23,0.99,0.6,0.13
2,19,6,309,1093,0,105,8,0.28,0.95,223,182,0.28,0.14,0.14,0.53,0.23,0.41,0.1
1,39,8,661,3880,0,68,7,0.64,0.96,37,82,0.03,0.96,0.56,0.34,0.21,0.18,0.93
2,34,6,527,6559,0,25,2,0.61,0.84,70,37,0.89,0.46,0.06,0.11,0.54,0.79,0.19
1,48,1,539,2785,1,191,1,0.15,0.36,169,82,0.89,0.57,0.66,0.05,0.84,0.2,0.33
2,29,4,418,6065,0,158,9,0.21,0.07,79,12,0.21,0.75,0.24,0.37,0.75,0.32,0.53
1,14,7,443,6539,1,173,5,0.62,0.57,170,4,0.16,0.07,0.12,0.05,0.72,0.06,0.35
1,10,2,684,1574,1,123,5,0.13,0.56,241,239,0.55,0.86,0.41,0.1,0.28,0.7,0.87
2,39,9,557,5676,1,121,4,0.27,0.85,253,43,0.63,0.8,0.47,0.14,0.02,0.28,0.9
1,12,8,839,8060,0,61,2,0.84,1.0,90,155,0.96,0.77,0.17,0.0,0.16,0.23,0.33
2,23,8,235,3990,0,100,5,0.33,0.51,243,51,0.38,0.02,0.04,0.15,0.35,0.3,0.09
2,39,7,438,5210,0,51,2,0.49,0.35,204,5,0.62,0.53,0.41,0.58,0.97,0.87,0.21
2,13,4,213,4845,1,98,7,0.94,0.19,41,134,0.88,0.05,0.76,0.82,0.92,0.52,0.47
2,27,2,84,9285,0,137,9,0.23,0.0,175,205,0.45,0.55,0.87,0.19,0.2,0.16,0.29
2,46,3,793,1189,1,2,9,0.39,0.51,142,87,0.12,0.72,0.1,0.08,0.73,0.77,0.45
2,34,6,743,2689,0,5,6,0.61,0.56,129,106,0.38,0.12,0.52,0.73,0.58,0.21,0.76
2,10,5,84,4095,0,190,1,0.76,0.82,17,56,0.14,0.69,0.26,0.01,0.05,0.41,0.42
2,24,8,920,1875,0,197,6,0.9,0.5,225,217,0.02,0.45,0.37,0.73,0.37,0.57,0.2
2,18,6,488,7768,0,180,5,0.92,0.92,183,110,0.75,0.81,0.93,0.13,0.49,0.58,0.36
2,24,6,64,3406,1,86,4,0.78,0.63,221,68,0.24,0.53,0.35,0.23,0.67,0.07,0.74
2,33,1,645,9979,1,133,6,0.23,0.84,53,244,0.0,0.34,0.37,0.12,0.29,0.84,0.42
1,13,4,662,3932,1,187,6,0.02,0.15,118,247,0.87,0.33,0.21,0.25,0.93,0.48,0.25
1,21,5,626,9799,1,68,6,0.38,0.86,109,96,0.44,0.9,0.96,0.8,0.45,0.99,0.43
2,46,3,63,8240,0,9,2,0.14,0.68,159,44,0.24,0.45,0.46,0.13,0.25,0.72,0.45
2,46,9,342,5408,1,93,7,0.71,0.17,190,143,0.26,0.41,0.57,0.99,0.32,0.99,0.3
2,15,1,938,3861,1,150,4,0.66,0.19,136,90,0.24,0.04,0.45,0.33,0.75,0.45,1.0
2,48,6,874,7406,1,155,9,0.04,0.93,158,42,0.19,0.36,0.25,0.92,0.64,0.14,0.77
2,33,6,918,2833,0,138,2,0.84,0.03,77,139,0.84,0.85,0.81,0.19,0.74,0.73,0.69
2,20,5,351,5285,1,125,5,0.25,0.46,80,73,0.17,0.76,0.03,0.19,0.29,0.78,0.85
2,22,5,157,9589,1,61,4,0.43,0.31,194,11,0.56,0.22,0.69,0.57,0.33,0.85,0.67
2,43,5,588,7645,0,51,9,0.67,0.67,45,194,0.08,0.41,0.59,0.05,0.4,0.3,0.79
1,34,6,490,9023,0,10,4,0.43,0.84,18,237,0.95,0.2,0.14,0.8,0.19,0.51,0.41
2,16,8,657,4777,1,134,8,0.44,0.36,99,155,0.6,0.95,0.17,0.44,0.69,0.86,0.5
1,13,2,854,2735,1,62,8,0.07,0.43,173,246,0.9,0.6,0.66,0.7,0.33,0.86,0.05
2,17,6,462,8273,0,113,6,0.4,0.98,147,58,0.4,0.75,0.31,0.17,0.33,0.03,0.28
2,29,1,224,8278,1,133,6,0.76,0.78,205,218,0.81,0.71,0.27,0.64,0.27,0.67,0.37
1,38,4,916,6368,0,122,8,0.92,0.9,243,200,0.85,0.87,0.06,0.59,0.45,0.6,0.63
2,19,3,312,821,1,198,9,0.41,0.44,68,128,0.7,0.95,0.77,0.76,0.77,0.08,0.46
1,43,9,614,7525,1,191,5,0.42,0.23,83,253,0.09,0.03,0.88,0.3,0.84,0.93,0.61
2,35,3,918,162,1,123,1,0.7,0.41,50,21,0.02,0.98,0.82,0.93,0.8,0.45,0.71
2,12,6,858,7777,1,184,1,0.94,0.72,25,21,0.17,0.87,0.47,0.96,0.62,0.67,0.04
1,15,1,812,1932,1,187,2,0.27,0.11,166,72,0.12,0.38,0.53,0.87,0.28,0.88,0.26
2,14,6,939,3535,0,63,5,0.44,0.27,243,129,0.73,0.84,0.24,0.57,0.73,0.13,0.17
1,14,4,465,5956,0,111,4,0.8,0.05,121,102,0.56,0.74,0.17,0.42,0.04,0.86,0.19
2,32,8,87,3446,1,89,1,0.61,0.43,223,186,0.53,0.79,0.82,0.06,0.8,0.72,0.5
1,18,9,882,2790,1,187,4,0.11,0.83,164,13,0.25,0.22,0.8,0.95,0.78,0.84,0.74
1,44,4,302,2707,1,51,4,0.63,0.02,68,73,0.15,0.65,0.78,0.95,0.67,0.49,0.27
2,29,6,679,7959,0,178,4,0.19,0.68,56,220,0.21,0.03,0.46,0.02,0.1,0.03,0.82
2,44,1,434,3933,0,132,1,0.51,0.93,39,6,0.4,0.85,0.86,0.36,1.0,0.67,0.89
1,27,4,681,3385,0,104,9,0.53,0.24,63,239,0.74,0.95,0.93,0.88,0.76,0.37,0.35
2,26,7,134,6636,0,123,3,0.88,0.69,128,215,0.25,0.66,0.33,0.08,0.73,0.4,0.68
2,33,1,49,922,0,48,4,0.46,0.98,135,112,0.7,0.51,0.22,0.2,0.06,0.44,0.12
2,12,8,431,8089,0,32,5,0.28,0.96,122,228,0.49,0.73,0.46,0.98,0.4,0.49,0.74
1,41,6,339,9774,0,120,7,0.23,0.23,247,252,0.89,0.33,0.18,0.85,0.09,0.66,0.17
1,44,5,346,564,0,179,6,0.87,0.1,186,186,0.23,0.63,0.88,0.91,0.36,0.73,0.69
1,47,9,645,3258,1,180,5,0.17,0.15,208,17,0.45,0.72,0.34,0.14,0.57,0.78,0.42
1,22,2,346,2500,0,99,8,0.43,0.7,59,73,0.1,0.14,0.58,0.21,0.88,0.67,0.93
1,34,5,648,4566,0,74,1,0.19,0.73,48,12,0.34,0.14,0.59,0.61,0.28,0.8,0.46
1,18,6,244,9179,0,34,7,0.77,0.67,133,86,0.51,0.72,0.51,0.5,0.62,0.12,0.03
1,13,7,108,6881,0,164,6,0.47,0.34,239,243,0.73,0.43,0.16,0.3,0.16,0.84,0.48
1,23,5,824,3636,1,70,5,0.35,0.17,215,180,0.2,0.89,0.99,0.88,0.35,0.39,0.8
1,46,9,798,6030,0,171,7,0.36,0.58,36,122,0.22,0.31,0.17,0.9,0.95,0.53,0.65
2,43,1,532,223,1,110,3,0.85,0.48,224,204,0.63,0.04,0.75,0.29,0.75,0.43,0.97
1,20,7,89,6297,1,16,1,0.55,0.73,88,246,0.38,0.65,0.79,0.16,0.55,0.48,0.84
2,12,7,295,350,1,59,9,0.72,0.44,25,70,0.48,0.68,0.15,0.15,0.25,0.29,0.53
2,37,4,111,7314,0,181,2,0.9,0.34,173,108,0.84,0.55,0.93,0.48,0.38,0.17,0.21
2,38,9,812,1928,0,19,3,0.9,0.29,220,201,0.5,0.68,0.49,0.13,0.16,0.1,0.0
1,18,5,588,7743,0,95,8,0.33,0.21,19,52,0.65,0.52,0.63,0.47,0.35,0.45,0.98
1,12,4,176,8540,1,113,9,0.95,0.27,135,37,0.66,0.69,0.64,0.46,0.15,0.13,0.94
1,34,7,342,4732,1,41,3,0.02,0.09,236,117,0.8,0.04,0.5,0.88,0.8,0.24,0.27
1,43,4,659,1017,1,81,6,0.38,0.35,186,3,0.64,0.37,0.14,0.3,0.08,0.13,0.64
2,21,3,100,2226,1,175,7,0.9,0.04,233,226,0.06,0.21,0.75,0.56,0.19,0.11,0.73
1,18,9,757,7206,0,103,1,0.27,0.19,209,8,0.34,0.1,0.58,0.74,0.69,0.88,0.58
1,24,8,628,7170,0,54,7,0.27,0.75,66,138,0.99,0.23,0.12,0.6,0.9,0.67,0.84
1,49,1,603,6207,0,183,4,0.3,0.33,80,47,0.2,0.19,0.7,0.95,0.96,0.92,0.08
1,34,7,400,2419,1,95,5,0.61,0.67,167,169,0.59,0.97,0.7,0.6,0.84,0.64,0.9
1,14,9,27,6240,1,147,8,0.44,0.72,255,64,0.84,0.29,0.55,0.9,0.21,0.84,0.39
2,20,8,936,1893,0,62,4,0.73,0.58,125,42,0.59,0.23,0.09,0.25,0.29,0.56,0.48
1,43,8,961,5322,0,99,4,0.89,0.96,146,43,0.37,0.83,0.35,0.56,0.87,0.46,0.44
2,33,6,536,7718,1,93,8,0.67,0.02,103,125,0.08,0.42,0.05,0.54,0.89,0.53,0.53
1,24,4,57,6878,0,187,5,0.2,0.74,129,137,0.36,0.42,0.48,0.99,0.64,0.32,0.6
2,47,8,497,1125,0,65,6,0.93,0.96,191,14,0.18,0.44,0.91,0.2,0.31,0.66,0.71
1,17,3,296,3117,1,68,5,0.26,0.86,131,229,0.96,0.42,0.0,0.14,0.22,0.9,0.52
1,14,9,133,4161,1,28,1,0.15,0.17,127,91,0.72,0.33,0.27,0.61,0.85,0.78,0.68
2,35,2,330,4042,1,18,7,0.09,0.33,21,233,0.75,0.29,0.8,0.22,0.21,0.46,0.34
2,27,2,248,4433,0,26,6,0.56,0.17,126,224,0.44,0.88,0.01,0.64,0.66,0.95,0.94
2,15,7,549,8638,1,104,2,0.11,0.6,124,132,0.11,0.16,0.01,0.97,0.97,0.99,0.06
1,46,4,901,2658,0,147,7,0.14,0.71,158,2,0.27,0.18,0.61,0.95,0.71,0.49,0.55
2,22,8,940,3483,0,55,6,0.3,0.32,11,115,0.26,0.57,0.79,0.23,0.26,0.86,0.09
1,37,9,74,2944,1,119,5,0.28,0.54,22,225,0.49,0.34,0.78,0.17,0.28,0.0,0.44
1,14,7,653,7210,0,124,8,0.6,0.69,111,213,0.46,0.42,0.78,0.56,0.09,0.07,0.26
2,22,5,833,7653,1,185,5,0.82,0.42,125,1,0.43,0.81,0.36,0.59,0.69,0.02,0.94
2,26,8,167,8787,1,134,2,0.76,0.85,57,236,0.5,0.9,0.88,0.66,0.52,0.77,0.01
1,49,4,770,1986,0,129,6,0.26,0.77,89,75,0.99,0.79,0.01,0.74,0.21,0.08,0.39
1,41,2,502,1074,0,8,1,0.25,0.06,131,65,0.3,0.23,0.31,0.6,0.23,0.02,0.78
2,38,6,884,4305,1,51,5,0.97,0.62,158,174,0.62,0.98,0.34,0.11,0.01,0.15,0.19
2,12,9,354,3007,1,85,6,0.01,0.24,216,187,0.24,0.36,0.17,0.79,0.98,0.31,0.82
2,49,1,224,969,1,25,7,0.88,0.56,128,203,0.47,0.17,0.34,0.08,0.83,0.46,0.86
1,43,7,663,8772,1,175,2,0.2,0.96,45,125,0.2,0.5,0.59,0.02,0.39,0.07,0.71
1,49,9,530,2824,1,183,1,0.95,0.88,36,135,0.56,0.73,0.52,0.77,0.95,0.5,0.21
1,36,9,145,1211,1,192,6,0.34,0.4,87,66,0.27,0.08,0.32,0.55,0.68,0.25,0.27
1,22,3,959,229,0,83,3,0.44,0.29,118,143,0.04,0.63,0.75,0.7,0.75,0.27,0.17
1,42,5,240,4284,0,93,5,0.71,0.23,72,72,0.82,0.86,0.71,0.38,0.68,0.82,0.18
1,15,8,883,3185,0,117,2,0.59,0.53,192,246,0.13,0.26,0.28,0.01,0.76,0.99,0.04
2,33,8,892,501,0,138,1,0.32,0.11,182,116,0.37,0.69,0.32,0.33,0.17,0.46,0.86
1,28,4,343,48,1,56,1,0.55,0.55,68,121,0.48,0.4,0.29,0.61,0.56,0.32,0.53
1,25,1,748,3566,0,12,4,0.73,0.0,178,47,0.43,0.41,0.13,0.23,0.85,0.93,0.33
1,49,1,34,3055,0,161,2,0.04,0.32,103,90,0.73,0.28,0.75,0.69,0.02,0.5,0.29
2,37,4,701,8880,1,120,1,0.01,0.22,235,40,0.6,0.62,0.05,0.79,0.12,0.73,0.54
1,42,6,0,386,0,71,6,0.46,0.97,159,253,0.3,0.36,0.15,0.45,0.25,0.41,0.33
1,22,8,995,969,1,17,4,0.13,0.73,29,42,0.05,0.83,0.11,0.88,0.29,0.2,0.86
2,34,6,152,9197,1,189,7,0.66,0.35,187,179,0.77,0.96,0.83,0.85,0.18,0.65,0.21
1,45,9,428,5820,1,122,6,0.21,0.09,164,35,0.35,0.94,0.04,0.88,0.62,0.66,0.88
1,36,9,944,3052,1,124,5,0.43,0.52,205,244,0.89,0.16,0.66,0.66,0.29,0.46,0.66
1,47,2,507,7397,1,10,2,0.2,0.21,105,238,0.4,0.01,0.04,0.3,0.16,0.27,0.96
1,16,1,125,2302,0,31,5,0.55,0.54,73,233,0.72,0.44,0.79,0.48,0.91,0.83,0.02
1,14,2,490,2283,0,60,9,0.12,0.84,119,41,0.94,0.73,0.91,0.71,0.7,0.28,0.06
2,40,5,481,9799,0,70,9,0.02,0.62,85,85,0.65,0.98,0.49,0.21,0.25,0.66,0.5
2,32,4,344,4366,1,17,2,0.05,0.63,243,124,0.41,0.78,0.8,0.74,0.36,0.38,0.91
2,19,4,911,122,0,50,7,0.95,0.54,195,57,0.57,0.58,0.71,0.55,0.74,0.47,0.73
1,41,9,737,6799,0,37,4,0.14,0.93,89,38,0.54,0.03,0.8,0.1,0.79,0.21,0.62
1,39,8,220,9472,0,190,3,0.71,0.93,89,200,0.58,0.83,0.77,0.56,0.18,0.65,0.03
1,48,6,914,3727,0,118,1,0.07,0.51,76,235,0.15,0.18,0.21,0.07,0.94,0.23,0.35
2,40,1,918,8450,1,157,3,0.11,0.31,221,96,0.7,0.06,0.5,0.01,0.79,0.49,0.35
1,27,2,722,9139,0,160,9,0.51,0.46,139,136,0.15,0.85,0.96,0.89,0.86,0.33,0.54
1,45,6,24,4958,1,80,9,0.46,0.19,116,236,0.01,0.57,0.34,0.49,0.14,0.96,0.26
2,11,2,527,524,1,11,7,0.95,0.64,139,202,0.62,0.13,0.97,0.54,0.14,0.98,0.27
1,23,5,181,9079,0,134,3,0.94,0.5,241,63,0.12,0.39,0.58,0.28,0.31,0.75,0.62
2,22,5,498,8399,1,123,3,0.78,0.1,253,87,0.77,0.09,0.46,0.54,0.06,0.98,0.94
2,38,6,840,148,1,35,4,0.6,0.2,154,132,0.87,0.64,0.66,0.17,0.09,0.11,0.66
2,21,6,640,8001,1,33,7,0.45,0.48,53,176,0.94,0.28,0.82,0.75,0.14,0.99,0.67
1,48,6,41,437,1,18,7,0.36,0.89,142,52,0.66,0.87,0.39,0.82,0.71,0.1,0.99
1,11,2,914,3749,1,165,2,0.95,0.57,64,38,0.48,0.36,0.03,0.86,0.03,0.42,0.15
1,41,3,480,8186,1,13,5,0.6,0.68,208,222,0.35,0.49,0.71,0.11,0.08,0.24,0.03
1,22,6,929,4453,1,90,7,0.58,0.34,248,233,0.49,0.06,0.96,0.56,0.94,0.95,0.75
1,36,8,847,5336,0,110,7,0.23,0.57,138,87,0.19,0.28,0.62,0.81,0.08,0.64,0.44
1,26,1,747,4551,0,192,6,0.05,0.45,31,5,0.35,0.68,0.19,0.13,0.54,0.6,0.43
1,49,1,871,2823,1,1,8,0.95,0.66,223,213,0.72,0.74,0.25,0.1,0.64,1.0,0.23
2,40,2,438,5728,1,63,3,0.31,0.05,36,120,0.22,0.24,0.91,0.82,0.96,0.61,0.51
1,43,6,401,8677,0,34,1,0.44,0.49,10,70,0.26,0.5,0.01,0.8,0.9,0.65,0.44
2,33,9,545,8391,0,103,3,0.11,0.3,26,113,0.75,0.82,0.55,0.45,0.44,0.04,0.35
1,44,4,344,1982,0,10,2,0.84,0.33,20,209,0.18,0.38,0.16,0.11,0.94,0.86,0.44
1,15,3,892,6996,0,128,2,0.03,0.96,125,217,0.25,0.13,0.28,0.52,0.43,0.97,0.38
1,28,8,44,9663,1,7,2,0.83,0.18,44,24,0.02,0.43,0.31,0.39,0.67,0.96,0.94
2,39,9,645,2311,1,56,5,0.14,0.31,62,86,0.72,0.6,0.22,0.52,0.26,0.22,0.98
2,16,5,20,7225,0,80,1,0.89,0.51,201,205,0.62,0.01,0.79,0.44,0.64,0.23,0.84
2,19,9,633,9713,0,165,4,0.73,0.86,79,145,0.69,0.35,0.33,0.57,0.54,0.37,0.99
2,41,2,69,604,0,157,5,0.16,0.42,9,206,0.21,0.61,0.35,0.73,0.61,0.31,0.27
1,43,3,863,8175,0,12,2,0.57,0.74,71,226,0.69,0.95,0.45,0.77,0.68,0.31,0.84
2,37,7,872,5785,1,145,5,0.31,0.86,90,218,0.6,0.41,0.9,0.65,0.17,0.61,0.41
1,24,7,47,9609,0,48,4,0.18,0.31,24,211,0.37,0.16,0.69,0.2,0.3,0.81,0.75
1,39,6,490,4597,0,26,8,0.86,0.39,140,26,0.44,0.53,0.06,0.4,0.74,0.94,0.2
2,46,6,550,7759,0,112,1,0.4,0.36,60,252,0.57,0.29,0.04,0.07,0.16,0.07,0.81
2,38,2,286,7532,1,122,5,0.4,0.83,84,3,0.49,0.21,0.57,0.45,0.34,0.28,0.08
2,31,6,9,8740,1,12,1,0.17,0.04,120,2,0.64,0.59,0.89,0.97,0.67,0.26,0.27
2,13,4,541,838,1,149,4,0.38,0.31,78,92,0.18,0.92,0.32,0.64,0.94,0.36,0.82
2,29,3,755,3815,0,42,8,0.87,0.68,214,2,0.54,0.84,0.25,0.15,0.08,0.42,0.75
2,41,2,273,847,0,61,1,0.36,0.57,16,150,0.45,0.18,0.75,0.27,0.52,0.39,0.5
2,45,1,955,4709,0,58,2,0.95,0.44,29,71,0.46,0.77,0.6,0.06,0.08,0.95,0.67
2,13,5,599,4507,1,182,1,0.95,0.54,160,4,0.47,0.23,0.57,0.18,0.38,0.44,0.19
1,36,2,755,6575,1,34,7,0.14,0.2,211,241,0.88,0.29,0.15,0.49,0.18,0.55,0.67
2,26,2,380,4773,0,7,2,0.18,0.43,119,38,0.82,0.92,0.18,0.34,0.65,0.75,0.01
